Location,year,week_of_year,Attribute,Value
Grace / Soda Springs,2021,42,HRW (11.5% Protein),801.0
Burley / Rupert,2021,42,HRW (11.5% Protein),815.0
Twin Falls / Buhl / Jerome / Wendell,2021,42,HRW (11.5% Protein),
Meridian,2021,42,HRW (11.5% Protein),796.0
Nezperce / Craigmont,2021,42,HRW (11.5% Protein),821.0000000000001
Lewiston,2021,42,HRW (11.5% Protein),847.0000000000001
Moscow / Genesee,2021,42,HRW (11.5% Protein),830.0000000000001
Rexburg / Ririe,2020,43,HRW (11.5% Protein),550.0
Idaho Falls,2020,43,HRW (11.5% Protein),
Blackfoot / Pocatello,2020,43,HRW (11.5% Protein),
Grace / Soda Springs,2020,43,HRW (11.5% Protein),547.0
Burley / Rupert,2020,43,HRW (11.5% Protein),545.0
Twin Falls / Buhl / Jerome / Wendell,2020,43,HRW (11.5% Protein),
Nampa / Weiser,2020,43,HRW (11.5% Protein),
Nezperce / Craigmont,2020,43,HRW (11.5% Protein),627.0
Lewiston,2020,43,HRW (11.5% Protein),653.0
Moscow / Genesee,2020,43,HRW (11.5% Protein),631.4
Rexburg / Ririe,2022,43,HRW (11.5% Protein),1011.0
Idaho Falls,2022,43,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,43,HRW (11.5% Protein),
Grace / Soda Springs,2022,43,HRW (11.5% Protein),943.0
Burley / Rupert,2022,43,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,43,HRW (11.5% Protein),
Meridian,2022,43,HRW (11.5% Protein),951.0
Nezperce / Craigmont,2022,43,HRW (11.5% Protein),981.0
Lewiston,2022,43,HRW (11.5% Protein),1007.0
Moscow / Genesee,2022,43,HRW (11.5% Protein),990.5
Rexburg / Ririe,2021,43,HRW (11.5% Protein),855.0000000000001
Idaho Falls,2021,43,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,43,HRW (11.5% Protein),
Grace / Soda Springs,2021,43,HRW (11.5% Protein),831.0
Burley / Rupert,2021,43,HRW (11.5% Protein),842.0
Twin Falls / Buhl / Jerome / Wendell,2021,43,HRW (11.5% Protein),
Meridian,2021,43,HRW (11.5% Protein),824.0
Nezperce / Craigmont,2021,43,HRW (11.5% Protein),848.0
Lewiston,2021,43,HRW (11.5% Protein),874.0
Moscow / Genesee,2021,43,HRW (11.5% Protein),855.9
Rexburg / Ririe,2020,44,HRW (11.5% Protein),
Idaho Falls,2020,44,HRW (11.5% Protein),510.0
Blackfoot / Pocatello,2020,44,HRW (11.5% Protein),510.0
Grace / Soda Springs,2020,44,HRW (11.5% Protein),512.0
Burley / Rupert,2020,44,HRW (11.5% Protein),484.0
Twin Falls / Buhl / Jerome / Wendell,2020,44,HRW (11.5% Protein),
Nampa / Weiser,2020,44,HRW (11.5% Protein),
Nezperce / Craigmont,2020,44,HRW (11.5% Protein),589.0
Lewiston,2020,44,HRW (11.5% Protein),615.0
Moscow / Genesee,2020,44,HRW (11.5% Protein),597.5
Rexburg / Ririe,2022,45,HRW (11.5% Protein),
Idaho Falls,2022,45,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,45,HRW (11.5% Protein),
Grace / Soda Springs,2022,45,HRW (11.5% Protein),955.0
Burley / Rupert,2022,45,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,45,HRW (11.5% Protein),
Meridian,2022,45,HRW (11.5% Protein),950.0
Nezperce / Craigmont,2022,45,HRW (11.5% Protein),960.0
Lewiston,2022,45,HRW (11.5% Protein),986.0
Moscow / Genesee,2022,45,HRW (11.5% Protein),969.0
Rexburg / Ririe,2021,45,HRW (11.5% Protein),
Idaho Falls,2021,45,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,45,HRW (11.5% Protein),
Grace / Soda Springs,2021,45,HRW (11.5% Protein),883.0
Burley / Rupert,2021,45,HRW (11.5% Protein),886.0
Twin Falls / Buhl / Jerome / Wendell,2021,45,HRW (11.5% Protein),
Meridian,2021,45,HRW (11.5% Protein),884.0
Nezperce / Craigmont,2021,45,HRW (11.5% Protein),873.0
Lewiston,2021,45,HRW (11.5% Protein),899.0
Moscow / Genesee,2021,45,HRW (11.5% Protein),884.0
Rexburg / Ririe,2020,46,HRW (11.5% Protein),546.0
Idaho Falls,2020,46,HRW (11.5% Protein),525.0
Blackfoot / Pocatello,2020,46,HRW (11.5% Protein),525.0
Grace / Soda Springs,2020,46,HRW (11.5% Protein),530.0
Burley / Rupert,2020,46,HRW (11.5% Protein),521.0
Twin Falls / Buhl / Jerome / Wendell,2020,46,HRW (11.5% Protein),
Nampa / Weiser,2020,46,HRW (11.5% Protein),
Nezperce / Craigmont,2020,46,HRW (11.5% Protein),594.0
Lewiston,2020,46,HRW (11.5% Protein),620.0
Moscow / Genesee,2020,46,HRW (11.5% Protein),602.9
Rexburg / Ririe,2022,46,HRW (11.5% Protein),1009.0
Idaho Falls,2022,46,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,46,HRW (11.5% Protein),
Grace / Soda Springs,2022,46,HRW (11.5% Protein),951.0
Burley / Rupert,2022,46,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,46,HRW (11.5% Protein),
Meridian,2022,46,HRW (11.5% Protein),954.0
Nezperce / Craigmont,2022,46,HRW (11.5% Protein),965.0
Lewiston,2022,46,HRW (11.5% Protein),991.0
Moscow / Genesee,2022,46,HRW (11.5% Protein),973.5
Rexburg / Ririe,2021,46,HRW (11.5% Protein),898.0
Idaho Falls,2021,46,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,46,HRW (11.5% Protein),
Grace / Soda Springs,2021,46,HRW (11.5% Protein),928.0
Burley / Rupert,2021,46,HRW (11.5% Protein),929.0
Twin Falls / Buhl / Jerome / Wendell,2021,46,HRW (11.5% Protein),
Meridian,2021,46,HRW (11.5% Protein),878.9999999999999
Nezperce / Craigmont,2021,46,HRW (11.5% Protein),894.0
Lewiston,2021,46,HRW (11.5% Protein),920.0
Moscow / Genesee,2021,46,HRW (11.5% Protein),911.5
Rexburg / Ririe,2020,47,HRW (11.5% Protein),546.0
Idaho Falls,2020,47,HRW (11.5% Protein),525.0
Blackfoot / Pocatello,2020,47,HRW (11.5% Protein),525.0
Grace / Soda Springs,2020,47,HRW (11.5% Protein),530.0
Burley / Rupert,2020,47,HRW (11.5% Protein),521.0
Twin Falls / Buhl / Jerome / Wendell,2020,47,HRW (11.5% Protein),
Nampa / Weiser,2020,47,HRW (11.5% Protein),
Nezperce / Craigmont,2020,47,HRW (11.5% Protein),594.0
Lewiston,2020,47,HRW (11.5% Protein),620.0
Moscow / Genesee,2020,47,HRW (11.5% Protein),602.9
Rexburg / Ririe,2020,50,HRW (11.5% Protein),548.0
Idaho Falls,2020,50,HRW (11.5% Protein),
Blackfoot / Pocatello,2020,50,HRW (11.5% Protein),
Grace / Soda Springs,2020,50,HRW (11.5% Protein),513.0
Burley / Rupert,2020,50,HRW (11.5% Protein),512.0
Twin Falls / Buhl / Jerome / Wendell,2020,50,HRW (11.5% Protein),
Nampa / Weiser,2020,50,HRW (11.5% Protein),
Nezperce / Craigmont,2020,50,HRW (11.5% Protein),476.0
Lewiston,2020,50,HRW (11.5% Protein),502.0
Moscow / Genesee,2020,50,HRW (11.5% Protein),543.9
Rexburg / Ririe,2022,50,HRW (11.5% Protein),990.0
Idaho Falls,2022,50,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,50,HRW (11.5% Protein),
Grace / Soda Springs,2022,50,HRW (11.5% Protein),912.0
Burley / Rupert,2022,50,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,50,HRW (11.5% Protein),
Meridian,2022,50,HRW (11.5% Protein),858.0
Nezperce / Craigmont,2022,50,HRW (11.5% Protein),888.0000000000001
Lewiston,2022,50,HRW (11.5% Protein),914.0
Moscow / Genesee,2022,50,HRW (11.5% Protein),895.5
Rexburg / Ririe,2021,50,HRW (11.5% Protein),
Idaho Falls,2021,50,HRW (11.5% Protein),950.0
Blackfoot / Pocatello,2021,50,HRW (11.5% Protein),950.0
Grace / Soda Springs,2021,50,HRW (11.5% Protein),881.0
Burley / Rupert,2021,50,HRW (11.5% Protein),869.9999999999999
Twin Falls / Buhl / Jerome / Wendell,2021,50,HRW (11.5% Protein),
Meridian,2021,50,HRW (11.5% Protein),856.0
Nezperce / Craigmont,2021,50,HRW (11.5% Protein),880.0000000000001
Lewiston,2021,50,HRW (11.5% Protein),906.0
Moscow / Genesee,2021,50,HRW (11.5% Protein),884.0
Rexburg / Ririe,2020,51,HRW (11.5% Protein),544.0
Idaho Falls,2020,51,HRW (11.5% Protein),
Blackfoot / Pocatello,2020,51,HRW (11.5% Protein),
Grace / Soda Springs,2020,51,HRW (11.5% Protein),532.0
Burley / Rupert,2020,51,HRW (11.5% Protein),523.0
Twin Falls / Buhl / Jerome / Wendell,2020,51,HRW (11.5% Protein),
Nampa / Weiser,2020,51,HRW (11.5% Protein),
Nezperce / Craigmont,2020,51,HRW (11.5% Protein),604.0
Lewiston,2020,51,HRW (11.5% Protein),630.0
Moscow / Genesee,2020,51,HRW (11.5% Protein),613.0
Rexburg / Ririe,2022,51,HRW (11.5% Protein),996.0
Idaho Falls,2022,51,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,51,HRW (11.5% Protein),
Grace / Soda Springs,2022,51,HRW (11.5% Protein),908.0
Burley / Rupert,2022,51,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,51,HRW (11.5% Protein),
Meridian,2022,51,HRW (11.5% Protein),866.0
Nezperce / Craigmont,2022,51,HRW (11.5% Protein),900.0
Lewiston,2022,51,HRW (11.5% Protein),926.0
Moscow / Genesee,2022,51,HRW (11.5% Protein),909.0
Rexburg / Ririe,2022,6,HRW (11.5% Protein),
Idaho Falls,2022,6,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,6,HRW (11.5% Protein),
Grace / Soda Springs,2022,6,HRW (11.5% Protein),897.0000000000001
Burley / Rupert,2022,6,HRW (11.5% Protein),955.0
Twin Falls / Buhl / Jerome / Wendell,2022,6,HRW (11.5% Protein),
Meridian,2022,6,HRW (11.5% Protein),886.0
Nezperce / Craigmont,2022,6,HRW (11.5% Protein),929.0
Lewiston,2022,6,HRW (11.5% Protein),955.0
Moscow / Genesee,2022,6,HRW (11.5% Protein),937.9
Rexburg / Ririe,2021,6,HRW (11.5% Protein),575.0
Idaho Falls,2021,6,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,6,HRW (11.5% Protein),
Grace / Soda Springs,2021,6,HRW (11.5% Protein),545.0
Burley / Rupert,2021,6,HRW (11.5% Protein),547.0
Twin Falls / Buhl / Jerome / Wendell,2021,6,HRW (11.5% Protein),
Meridian,2021,6,HRW (11.5% Protein),648.0
Nezperce / Craigmont,2021,6,HRW (11.5% Protein),686.0
Lewiston,2021,6,HRW (11.5% Protein),663.0
Moscow / Genesee,2021,6,HRW (11.5% Protein),666.0
Rexburg / Ririe,2023,7,HRW (11.5% Protein),1039.0
Idaho Falls,2023,7,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,7,HRW (11.5% Protein),
Grace / Soda Springs,2023,7,HRW (11.5% Protein),930.0
Burley / Rupert,2023,7,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,7,HRW (11.5% Protein),
Meridian,2023,7,HRW (11.5% Protein),913.0
Nezperce / Craigmont,2023,7,HRW (11.5% Protein),938.0
Lewiston,2023,7,HRW (11.5% Protein),964.0
Moscow / Genesee,2023,7,HRW (11.5% Protein),939.5
Rexburg / Ririe,2022,7,HRW (11.5% Protein),968.0
Idaho Falls,2022,7,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,7,HRW (11.5% Protein),
Grace / Soda Springs,2022,7,HRW (11.5% Protein),
Burley / Rupert,2022,7,HRW (11.5% Protein),900.0
Twin Falls / Buhl / Jerome / Wendell,2022,7,HRW (11.5% Protein),
Meridian,2022,7,HRW (11.5% Protein),896.0000000000001
Nezperce / Craigmont,2022,7,HRW (11.5% Protein),918.0
Lewiston,2022,7,HRW (11.5% Protein),944.0
Moscow / Genesee,2022,7,HRW (11.5% Protein),927.0
Rexburg / Ririe,2021,7,HRW (11.5% Protein),
Idaho Falls,2021,7,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,7,HRW (11.5% Protein),
Grace / Soda Springs,2021,7,HRW (11.5% Protein),551.0
Burley / Rupert,2021,7,HRW (11.5% Protein),570.0
Twin Falls / Buhl / Jerome / Wendell,2021,7,HRW (11.5% Protein),
Meridian,2021,7,HRW (11.5% Protein),652.0
Nezperce / Craigmont,2021,7,HRW (11.5% Protein),661.0
Lewiston,2021,7,HRW (11.5% Protein),687.0
Moscow / Genesee,2021,7,HRW (11.5% Protein),669.9
Rexburg / Ririe,2023,8,HRW (11.5% Protein),
Idaho Falls,2023,8,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,8,HRW (11.5% Protein),
Grace / Soda Springs,2023,8,HRW (11.5% Protein),924.0
Burley / Rupert,2023,8,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,8,HRW (11.5% Protein),
Meridian,2023,8,HRW (11.5% Protein),901.0
Nezperce / Craigmont,2023,8,HRW (11.5% Protein),914.0
Lewiston,2023,8,HRW (11.5% Protein),940.0
Moscow / Genesee,2023,8,HRW (11.5% Protein),918.0
Rexburg / Ririe,2022,8,HRW (11.5% Protein),1054.0
Idaho Falls,2022,8,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,8,HRW (11.5% Protein),
Grace / Soda Springs,2022,8,HRW (11.5% Protein),971.0
Burley / Rupert,2022,8,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,8,HRW (11.5% Protein),
Meridian,2022,8,HRW (11.5% Protein),989.0
Nezperce / Craigmont,2022,8,HRW (11.5% Protein),1073.0
Lewiston,2022,8,HRW (11.5% Protein),1099.0
Moscow / Genesee,2022,8,HRW (11.5% Protein),1082.0
Rexburg / Ririe,2021,8,HRW (11.5% Protein),590.0
Idaho Falls,2021,8,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,8,HRW (11.5% Protein),
Grace / Soda Springs,2021,8,HRW (11.5% Protein),589.0
Burley / Rupert,2021,8,HRW (11.5% Protein),590.0
Twin Falls / Buhl / Jerome / Wendell,2021,8,HRW (11.5% Protein),
Meridian,2021,8,HRW (11.5% Protein),647.0
Nezperce / Craigmont,2021,8,HRW (11.5% Protein),691.0
Lewiston,2021,8,HRW (11.5% Protein),717.0
Moscow / Genesee,2021,8,HRW (11.5% Protein),700.5
Rexburg / Ririe,2022,10,HRW (11.5% Protein),1064.0
Idaho Falls,2022,10,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,10,HRW (11.5% Protein),
Grace / Soda Springs,2022,10,HRW (11.5% Protein),994.0
Burley / Rupert,2022,10,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,10,HRW (11.5% Protein),
Meridian,2022,10,HRW (11.5% Protein),1083.0
Nezperce / Craigmont,2022,10,HRW (11.5% Protein),1113.0
Lewiston,2022,10,HRW (11.5% Protein),1139.0
Moscow / Genesee,2022,10,HRW (11.5% Protein),1116.0
Rexburg / Ririe,2021,10,HRW (11.5% Protein),
Idaho Falls,2021,10,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,10,HRW (11.5% Protein),
Grace / Soda Springs,2021,10,HRW (11.5% Protein),542.0
Burley / Rupert,2021,10,HRW (11.5% Protein),574.0
Twin Falls / Buhl / Jerome / Wendell,2021,10,HRW (11.5% Protein),
Meridian,2021,10,HRW (11.5% Protein),626.0
Nezperce / Craigmont,2021,10,HRW (11.5% Protein),637.0
Lewiston,2021,10,HRW (11.5% Protein),663.0
Moscow / Genesee,2021,10,HRW (11.5% Protein),653.0
Rexburg / Ririe,2022,11,HRW (11.5% Protein),1064.0
Idaho Falls,2022,11,HRW (11.5% Protein),1025.0
Blackfoot / Pocatello,2022,11,HRW (11.5% Protein),1025.0
Grace / Soda Springs,2022,11,HRW (11.5% Protein),961.0
Burley / Rupert,2022,11,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,11,HRW (11.5% Protein),
Meridian,2022,11,HRW (11.5% Protein),1058.0
Nezperce / Craigmont,2022,11,HRW (11.5% Protein),1073.0
Lewiston,2022,11,HRW (11.5% Protein),1099.0
Moscow / Genesee,2022,11,HRW (11.5% Protein),1082.0
Rexburg / Ririe,2021,11,HRW (11.5% Protein),567.0
Idaho Falls,2021,11,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,11,HRW (11.5% Protein),
Grace / Soda Springs,2021,11,HRW (11.5% Protein),535.0
Burley / Rupert,2021,11,HRW (11.5% Protein),536.0
Twin Falls / Buhl / Jerome / Wendell,2021,11,HRW (11.5% Protein),
Meridian,2021,11,HRW (11.5% Protein),611.0
Nezperce / Craigmont,2021,11,HRW (11.5% Protein),632.0
Lewiston,2021,11,HRW (11.5% Protein),658.0
Moscow / Genesee,2021,11,HRW (11.5% Protein),643.9
Rexburg / Ririe,2023,12,HRW (11.5% Protein),904.0
Idaho Falls,2023,12,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,12,HRW (11.5% Protein),
Grace / Soda Springs,2023,12,HRW (11.5% Protein),865.0
Burley / Rupert,2023,12,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,12,HRW (11.5% Protein),
Meridian,2023,12,HRW (11.5% Protein),848.0
Nezperce / Craigmont,2023,12,HRW (11.5% Protein),876.0
Lewiston,2023,12,HRW (11.5% Protein),902.0
Moscow / Genesee,2023,12,HRW (11.5% Protein),851.5
Rexburg / Ririe,2022,12,HRW (11.5% Protein),1113.0
Idaho Falls,2022,12,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,12,HRW (11.5% Protein),
Grace / Soda Springs,2022,12,HRW (11.5% Protein),
Burley / Rupert,2022,12,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,12,HRW (11.5% Protein),
Meridian,2022,12,HRW (11.5% Protein),1095.0
Nezperce / Craigmont,2022,12,HRW (11.5% Protein),1108.0
Lewiston,2022,12,HRW (11.5% Protein),1134.0
Moscow / Genesee,2022,12,HRW (11.5% Protein),1073.0
Rexburg / Ririe,2021,12,HRW (11.5% Protein),531.0
Idaho Falls,2021,12,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,12,HRW (11.5% Protein),
Grace / Soda Springs,2021,12,HRW (11.5% Protein),520.0
Burley / Rupert,2021,12,HRW (11.5% Protein),514.0
Twin Falls / Buhl / Jerome / Wendell,2021,12,HRW (11.5% Protein),
Meridian,2021,12,HRW (11.5% Protein),587.0
Nezperce / Craigmont,2021,12,HRW (11.5% Protein),606.0
Lewiston,2021,12,HRW (11.5% Protein),632.0
Moscow / Genesee,2021,12,HRW (11.5% Protein),617.5
Rexburg / Ririe,2023,13,HRW (11.5% Protein),
Idaho Falls,2023,13,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,13,HRW (11.5% Protein),
Grace / Soda Springs,2023,13,HRW (11.5% Protein),936.0
Burley / Rupert,2023,13,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,13,HRW (11.5% Protein),
Meridian,2023,13,HRW (11.5% Protein),825.0
Nezperce / Craigmont,2023,13,HRW (11.5% Protein),906.0
Lewiston,2023,13,HRW (11.5% Protein),932.0
Moscow / Genesee,2023,13,HRW (11.5% Protein),915.0
Rexburg / Ririe,2022,13,HRW (11.5% Protein),1141.0
Idaho Falls,2022,13,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,13,HRW (11.5% Protein),
Grace / Soda Springs,2022,13,HRW (11.5% Protein),1081.0
Burley / Rupert,2022,13,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,13,HRW (11.5% Protein),
Meridian,2022,13,HRW (11.5% Protein),1068.0
Nezperce / Craigmont,2022,13,HRW (11.5% Protein),1054.0
Lewiston,2022,13,HRW (11.5% Protein),1080.0
Moscow / Genesee,2022,13,HRW (11.5% Protein),1063.0
Rexburg / Ririe,2023,15,HRW (11.5% Protein),
Idaho Falls,2023,15,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,15,HRW (11.5% Protein),
Grace / Soda Springs,2023,15,HRW (11.5% Protein),906.0
Burley / Rupert,2023,15,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,15,HRW (11.5% Protein),
Meridian,2023,15,HRW (11.5% Protein),882.0
Nezperce / Craigmont,2023,15,HRW (11.5% Protein),891.0
Lewiston,2023,15,HRW (11.5% Protein),917.0
Moscow / Genesee,2023,15,HRW (11.5% Protein),898.0
Rexburg / Ririe,2022,15,HRW (11.5% Protein),1264.0
Idaho Falls,2022,15,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,15,HRW (11.5% Protein),
Grace / Soda Springs,2022,15,HRW (11.5% Protein),1213.0
Burley / Rupert,2022,15,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,15,HRW (11.5% Protein),
Meridian,2022,15,HRW (11.5% Protein),1160.0
Nezperce / Craigmont,2022,15,HRW (11.5% Protein),1182.0
Lewiston,2022,15,HRW (11.5% Protein),1208.0
Moscow / Genesee,2022,15,HRW (11.5% Protein),1191.0
Rexburg / Ririe,2021,15,HRW (11.5% Protein),560.0
Idaho Falls,2021,15,HRW (11.5% Protein),530.0
Blackfoot / Pocatello,2021,15,HRW (11.5% Protein),530.0
Grace / Soda Springs,2021,15,HRW (11.5% Protein),541.0
Burley / Rupert,2021,15,HRW (11.5% Protein),551.0
Twin Falls / Buhl / Jerome / Wendell,2021,15,HRW (11.5% Protein),
Meridian,2021,15,HRW (11.5% Protein),615.0
Nezperce / Craigmont,2021,15,HRW (11.5% Protein),632.0
Lewiston,2021,15,HRW (11.5% Protein),658.0
Moscow / Genesee,2021,15,HRW (11.5% Protein),642.5
Rexburg / Ririe,2023,16,HRW (11.5% Protein),
Idaho Falls,2023,16,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,16,HRW (11.5% Protein),
Grace / Soda Springs,2023,16,HRW (11.5% Protein),832.0
Burley / Rupert,2023,16,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,16,HRW (11.5% Protein),
Meridian,2023,16,HRW (11.5% Protein),839.0
Nezperce / Craigmont,2023,16,HRW (11.5% Protein),883.0
Lewiston,2023,16,HRW (11.5% Protein),909.0
Moscow / Genesee,2023,16,HRW (11.5% Protein),894.0
Rexburg / Ririe,2022,16,HRW (11.5% Protein),1257.0
Idaho Falls,2022,16,HRW (11.5% Protein),1200.0
Blackfoot / Pocatello,2022,16,HRW (11.5% Protein),1200.0
Grace / Soda Springs,2022,16,HRW (11.5% Protein),1216.0
Burley / Rupert,2022,16,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,16,HRW (11.5% Protein),
Meridian,2022,16,HRW (11.5% Protein),1141.0
Nezperce / Craigmont,2022,16,HRW (11.5% Protein),1169.0
Lewiston,2022,16,HRW (11.5% Protein),1195.0
Moscow / Genesee,2022,16,HRW (11.5% Protein),1178.0
Rexburg / Ririe,2021,16,HRW (11.5% Protein),597.0
Idaho Falls,2021,16,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,16,HRW (11.5% Protein),
Grace / Soda Springs,2021,16,HRW (11.5% Protein),567.0
Burley / Rupert,2021,16,HRW (11.5% Protein),573.0
Twin Falls / Buhl / Jerome / Wendell,2021,16,HRW (11.5% Protein),
Meridian,2021,16,HRW (11.5% Protein),643.0
Nezperce / Craigmont,2021,16,HRW (11.5% Protein),660.0
Lewiston,2021,16,HRW (11.5% Protein),686.0
Moscow / Genesee,2021,16,HRW (11.5% Protein),668.9
Rexburg / Ririe,2023,17,HRW (11.5% Protein),
Idaho Falls,2023,17,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,17,HRW (11.5% Protein),
Grace / Soda Springs,2023,17,HRW (11.5% Protein),780.0
Burley / Rupert,2023,17,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,17,HRW (11.5% Protein),
Meridian,2023,17,HRW (11.5% Protein),808.0
Nezperce / Craigmont,2023,17,HRW (11.5% Protein),818.0
Lewiston,2023,17,HRW (11.5% Protein),844.0
Moscow / Genesee,2023,17,HRW (11.5% Protein),824.4999999999999
Rexburg / Ririe,2022,17,HRW (11.5% Protein),1238.0
Idaho Falls,2022,17,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,17,HRW (11.5% Protein),
Grace / Soda Springs,2022,17,HRW (11.5% Protein),1203.0
Burley / Rupert,2022,17,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,17,HRW (11.5% Protein),
Meridian,2022,17,HRW (11.5% Protein),1147.0
Nezperce / Craigmont,2022,17,HRW (11.5% Protein),1197.0
Lewiston,2022,17,HRW (11.5% Protein),1174.0
Moscow / Genesee,2022,17,HRW (11.5% Protein),1185.0
Rexburg / Ririe,2021,17,HRW (11.5% Protein),648.0
Idaho Falls,2021,17,HRW (11.5% Protein),610.0
Blackfoot / Pocatello,2021,17,HRW (11.5% Protein),610.0
Grace / Soda Springs,2021,17,HRW (11.5% Protein),633.0
Burley / Rupert,2021,17,HRW (11.5% Protein),639.0
Twin Falls / Buhl / Jerome / Wendell,2021,17,HRW (11.5% Protein),
Meridian,2021,17,HRW (11.5% Protein),730.0
Nezperce / Craigmont,2021,17,HRW (11.5% Protein),724.0
Lewiston,2021,17,HRW (11.5% Protein),750.0
Moscow / Genesee,2021,17,HRW (11.5% Protein),741.0
Rexburg / Ririe,2023,19,HRW (11.5% Protein),
Idaho Falls,2023,19,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,19,HRW (11.5% Protein),
Grace / Soda Springs,2023,19,HRW (11.5% Protein),841.0
Burley / Rupert,2023,19,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,19,HRW (11.5% Protein),
Meridian,2023,19,HRW (11.5% Protein),863.0000000000001
Nezperce / Craigmont,2023,19,HRW (11.5% Protein),880.0000000000001
Lewiston,2023,19,HRW (11.5% Protein),906.0
Moscow / Genesee,2023,19,HRW (11.5% Protein),889.0
Rexburg / Ririe,2022,19,HRW (11.5% Protein),
Idaho Falls,2022,19,HRW (11.5% Protein),
Blackfoot / Pocatello,2022,19,HRW (11.5% Protein),
Grace / Soda Springs,2022,19,HRW (11.5% Protein),1184.0
Burley / Rupert,2022,19,HRW (11.5% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,19,HRW (11.5% Protein),
Meridian,2022,19,HRW (11.5% Protein),1081.0
Nezperce / Craigmont,2022,19,HRW (11.5% Protein),1133.0
Lewiston,2022,19,HRW (11.5% Protein),1159.0
Moscow / Genesee,2022,19,HRW (11.5% Protein),1146.0
Rexburg / Ririe,2021,19,HRW (11.5% Protein),667.0
Idaho Falls,2021,19,HRW (11.5% Protein),
Blackfoot / Pocatello,2021,19,HRW (11.5% Protein),
Grace / Soda Springs,2021,19,HRW (11.5% Protein),637.0
Burley / Rupert,2021,19,HRW (11.5% Protein),633.0
Twin Falls / Buhl / Jerome / Wendell,2021,19,HRW (11.5% Protein),
Meridian,2021,19,HRW (11.5% Protein),702.0
Nezperce / Craigmont,2021,19,HRW (11.5% Protein),712.0
Lewiston,2021,19,HRW (11.5% Protein),738.0
Moscow / Genesee,2021,19,HRW (11.5% Protein),726.5
Rexburg / Ririe,2023,20,HRW (11.5% Protein),
Idaho Falls,2023,20,HRW (11.5% Protein),
Blackfoot / Pocatello,2023,20,HRW (11.5% Protein),
Grace / Soda Springs,2023,20,HRW (11.5% Protein),940.0
Burley / Rupert,2023,20,HRW (11.5% Protein),
